brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
크리드,바이킹 코롱 오 드 퍼퓸,50ml,282400.0,https://www.bysuco.com/product/show/693909,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 우디\n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 레몬, 핑크 페퍼, 베르가못\n- 미들 노트: 라벤더, 제라늄, 로즈마리, 세이지, 넛트맥\n- 베이스 노트: 베티버, 샌달우드, 시더, 알바눔, 패츌리, 프랑킨센스\n\n[향 설명]\n- 무한한 탐험을 추구하는 현대인들을 위한 대중적이면서도 모던한 향기\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"아로마틱, 시트러스, 우디","만다린 오렌지, 레몬, 핑크 페퍼, 베르가못","라벤더, 제라늄, 로즈마리, 세이지, 넛트맥","베티버, 샌달우드, 시더, 알바눔, 패츌리, 프랑킨센스",무한한 탐험을 추구하는 현대인들을 위한 대중적이면서도 모던한 향기,,,request_failed(search)
크리드,바이킹 코롱 오 드 퍼퓸,100ml,388600.0,https://www.bysuco.com/product/show/693909,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 우디\n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 레몬, 핑크 페퍼, 베르가못\n- 미들 노트: 라벤더, 제라늄, 로즈마리, 세이지, 넛트맥\n- 베이스 노트: 베티버, 샌달우드, 시더, 알바눔, 패츌리, 프랑킨센스\n\n[향 설명]\n- 무한한 탐험을 추구하는 현대인들을 위한 대중적이면서도 모던한 향기\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"아로마틱, 시트러스, 우디","만다린 오렌지, 레몬, 핑크 페퍼, 베르가못","라벤더, 제라늄, 로즈마리, 세이지, 넛트맥","베티버, 샌달우드, 시더, 알바눔, 패츌리, 프랑킨센스",무한한 탐험을 추구하는 현대인들을 위한 대중적이면서도 모던한 향기,,,request_failed(search)
샤넬,알뤼르 옴므 오 드 뚜왈렛,150ml,223400.0,https://www.bysuco.com/product/show/21988,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 바닐라 / 웜 스파이시\n\n[메인 노트]\n- 탑 노트: 레몬, 피치, 진저, 만다린 오렌지, 라벤더, 베르가못\n- 미들 노트: 페퍼, 시더, 패출리, 베티버, 브라질리안 로즈우드, 로즈, 자스민, 가데니아, 아니스, 프리지아\n- 베이스 노트: 바닐라, 통카 빈, 샌달우드, 코코넛, 앰버, 벤조인, 머스크, 레더, 오크모스\n\n[향 설명]\n- 과감한 결단력과 카리스마를 지닌 남성을 표현한 향",오 드 뚜왈렛,"시트러스, 바닐라, 웜 스파이시","레몬, 피치, 진저, 만다린 오렌지, 라벤더, 베르가못","페퍼, 시더, 패출리, 베티버, 브라질리안 로즈우드, 로즈, 자스민, 가데니아, 아니스, 프리지아","바닐라, 통카 빈, 샌달우드, 코코넛, 앰버, 벤조인, 머스크, 레더, 오크모스",과감한 결단력과 카리스마를 지닌 남성을 표현한 향,,,request_failed(search)
조 말론,벨벳 로즈 앤 오드 코롱 인텐스,50ml,160000.0,https://www.bysuco.com/product/show/20828,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 우디 / 스위트\n\n[메인 노트]\n- 싱글 노트: 다마스크 로즈, 아가우드, 프랄린, 클로브\n\n[향 설명]\n- 자성에 이끌리는 듯한 사치스러운 향",오 드 퍼퓸,"로즈, 우디, 스위트",,,,자성에 이끌리는 듯한 사치스러운 향,,,request_failed(search)
조 말론,벨벳 로즈 앤 오드 코롱 인텐스,100ml,247000.0,https://www.bysuco.com/product/show/20828,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 우디 / 스위트\n\n[메인 노트]\n- 싱글 노트: 다마스크 로즈, 아가우드, 프랄린, 클로브\n\n[향 설명]\n- 자성에 이끌리는 듯한 사치스러운 향",오 드 퍼퓸,"로즈, 우디, 스위트",,,,자성에 이끌리는 듯한 사치스러운 향,,,request_failed(search)
크리드,브와 뒤 포르투갈 오 드 퍼퓸,50ml,288300.0,https://www.bysuco.com/product/show/22175,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 우디 / 아로마틱 / 라벤더\n\n[메인 노트]\n- 탑 노트: 베르가못\n- 미들 노트: 라벤더\n- 베이스 노트: 샌달우드, 시더, 베티버, 앰버그리스\n\n[향 설명]\n- 포루투갈의 어느 여름날 숲 속의 그늘을 거니는듯한 향\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"우디, 아로마틱, 라벤더",베르가못,라벤더,"샌달우드, 시더, 베티버, 앰버그리스",포루투갈의 어느 여름날 숲 속의 그늘을 거니는듯한 향,,,request_failed(search)
아쿠아 디 파르마,콜로니아 오 드 코롱,50ml,120000.0,https://www.bysuco.com/product/show/21734,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 시트러스 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 베르가못, 레몬, 스윗 오렌지\n- 미들 노트: 라벤더, 불가리안 로즈, 버베나, 로즈마리\n- 베이스 노트: 베티버, 샌달우드, 패츌리, 머스크\n\n[향 설명]\n- 시트러스와 플로랄향의 조화로 깨끗하지만 포근하고 부드러운 이미지를 연출",오 드 코롱,"시트러스, 아로마틱","베르가못, 레몬, 스윗 오렌지","라벤더, 불가리안 로즈, 버베나, 로즈마리","베티버, 샌달우드, 패츌리, 머스크",시트러스와 플로랄향의 조화로 깨끗하지만 포근하고 부드러운 이미지를 연출,,,request_failed(search)
아쿠아 디 파르마,콜로니아 오 드 코롱,100ml,156140.0,https://www.bysuco.com/product/show/21734,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 시트러스 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 베르가못, 레몬, 스윗 오렌지\n- 미들 노트: 라벤더, 불가리안 로즈, 버베나, 로즈마리\n- 베이스 노트: 베티버, 샌달우드, 패츌리, 머스크\n\n[향 설명]\n- 시트러스와 플로랄향의 조화로 깨끗하지만 포근하고 부드러운 이미지를 연출",오 드 코롱,"시트러스, 아로마틱","베르가못, 레몬, 스윗 오렌지","라벤더, 불가리안 로즈, 버베나, 로즈마리","베티버, 샌달우드, 패츌리, 머스크",시트러스와 플로랄향의 조화로 깨끗하지만 포근하고 부드러운 이미지를 연출,,,request_failed(search)
아쿠아 디 파르마,콜로니아 일 프로푸모 오 드 퍼퓸,50ml,190000.0,https://www.bysuco.com/product/show/3405904,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 프루티 / 우디 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 이탈리아 베르가못, 자몽, 블러드 오렌지\n- 미들 노트: 로즈마리, 일랑일랑, 오렌지 잎\n- 베이스 노트: 베티버, 패츌리\n\n[향 설명]\n- 일랑일랑이 골든 프룻의 매력을 끌어올린 풍부한 향.",오 드 퍼퓸,"프루티, 우디, 아로마틱","이탈리아 베르가못, 자몽, 블러드 오렌지","로즈마리, 일랑일랑, 오렌지 잎","베티버, 패츌리",일랑일랑이 골든 프룻의 매력을 끌어올린 풍부한 향.,,,request_failed(search)
조르지오 아르마니,오 뿌르 옴므 오 드 뚜왈렛,100ml,151420.0,https://www.bysuco.com/product/show/693975,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 시트러스 / 프레쉬 스파이시 / 웜 스파이시 \n\n[메인 노트]\n- 탑 노트: 베르가못, 만다린 오렌지, 바질\n- 미들 노트: 클로브, 넛맥, 릴리\n- 베이스 노트: 오크모스, 샌달우드, 패츌리 \n\n[향 설명]\n- 창의적 철학과 완벽하게 조화를 이루는 남성용 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 뚜왈렛,"시트러스, 프레쉬 스파이시, 웜 스파이시","베르가못, 만다린 오렌지, 바질","클로브, 넛맥, 릴리","오크모스, 샌달우드, 패츌리",창의적 철학과 완벽하게 조화를 이루는 남성용 향수,,,request_failed(search)
조 말론,오렌지 블로썸 오 드 코롱,30ml,84000.0,https://www.bysuco.com/product/show/20839,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 시트러스 / 화이트 플로랄 / 플로랄\n\n[메인 노트]\n- 탑 노트: 텐저린 블라썸\n- 미들 노트: 오렌지 블라썸, 라일락, 워터 릴리\n- 베이스 노트: 아이리스, 페디버\n\n[향 설명]\n- 부드럽게 빛나는 정원 속 오아시스",오 드 코롱,"시트러스, 화이트 플로랄, 플로랄",텐저린 블라썸,"오렌지 블라썸, 라일락, 워터 릴리","아이리스, 페디버",부드럽게 빛나는 정원 속 오아시스,,,request_failed(search)
줄리엣 헤즈 어 건,엑스 베티버 오 드 퍼퓸,7.5ml,54000.0,https://www.bysuco.com/product/show/3405260,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 아로마틱 / 우디\n\n[메인 노트]\n- 탑 노트: 레몬, 베르가못\n- 미들 노트: 아이티 베티버, 자바 베티버 오일, 베티버\n- 베이스 노트: 암브록산, 머스크\n\n[향 설명]\n- 시트러스의 상쾌하고 우아한 향에 이어서 풍부하고 스모키한 우디 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"시트러스, 아로마틱, 우디","레몬, 베르가못","아이티 베티버, 자바 베티버 오일, 베티버","암브록산, 머스크",시트러스의 상쾌하고 우아한 향에 이어서 풍부하고 스모키한 우디 향,,,request_failed(search)
킬리안,우먼 인 골드 오 드 퍼퓸 코프레,50ml,388600.0,https://www.bysuco.com/product/show/225404,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 시트러스 / 로즈\n\n[메인 노트]\n- 탑 노트: 베르가못, 만다린 오렌지, 알데하이드\n- 미들 노트: 바닐라 앰솔루트, 로즈, 제라늄, 프리지아\n- 베이스 노트: 바닐라, 아키갈라우드, 통카 빈, 페출리\n\n[향 설명]\n- 강렬한 반짝거림을 표현한 밝은 향",오 드 퍼퓸,"바닐라, 시트러스, 로즈","베르가못, 만다린 오렌지, 알데하이드","바닐라 앰솔루트, 로즈, 제라늄, 프리지아","바닐라, 아키갈라우드, 통카 빈, 페출리",강렬한 반짝거림을 표현한 밝은 향,,,request_failed(search)
조 말론,허니서클 앤 다바나 오 드 코롱,100ml,176200.0,https://www.bysuco.com/product/show/33573,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 화이트 플로랄 / 아로마틱 / 프루티\n\n[메인 노트]\n- 탑 노트: 다바나\n- 미들 노트: 허니서클, 로즈\n- 베이스 노트: 모스\n\n[향 설명]\n- 햇살의 따뜻함이 드리워진 정원의 향",오 드 코롱,"화이트 플로랄, 아로마틱, 프루티",다바나,"허니서클, 로즈",모스,햇살의 따뜻함이 드리워진 정원의 향,,,request_failed(search)
메종 프란시스 커정,옴므 아 라 로즈 오 드 퍼퓸,35ml,180000.0,https://www.bysuco.com/product/show/23149,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 로즈 / 앰버 / 시트러스\n\n[메인 노트]\n- 싱글 노트: 5월의 장미, 다마스크 로즈, 자몽, 앰버우드, 세이지, 스페니쉬 랍다넘\n\n[향 설명]\n- 남성을 위한 장미에 대한 자유로운 해석",오 드 퍼퓸,"로즈, 앰버, 시트러스",,,,남성을 위한 장미에 대한 자유로운 해석,,,request_failed(search)
조르지오 아르마니,아쿠아 디 지오이아 오 드 퍼퓸,50ml,115000.0,https://www.bysuco.com/product/show/693948,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 프레쉬 / 그린 / 시트러스 \n\n[메인 노트]\n- 탑 노트: 민트, 모히또, 아말피 레몬\n- 미들 노트: 워터 노트, 자스민, 피오니, 핑크 페퍼\n- 베이스 노트: 버지니아 시더, 프렌치 라다넘 \n\n[향 설명]\n- 이탈리아의 지중해 연안에서 영감을 받은 이 상쾌한 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"프레쉬, 그린, 시트러스","민트, 모히또, 아말피 레몬","워터 노트, 자스민, 피오니, 핑크 페퍼","버지니아 시더, 프렌치 라다넘",이탈리아의 지중해 연안에서 영감을 받은 이 상쾌한 향수,,,request_failed(search)
톰 포드,자스민 루즈 오 드 퍼퓸,50ml,307180.0,https://www.bysuco.com/product/show/225721,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄, 옐로우 플로랄, 시트러스\n\n[메인 노트]\n- 탑 노트: 진저, 시나몬, 베르가못, 카다넘, 페퍼, 만다린 오렌지\n- 미들 노트: 자스민, 일랑일랑, 네롤리, 클레어리 세이지, 블\n- 베이스 노트: 앰버, 바닐라, 우디노트, 레더, 프렌치 라다넘\n\n[향 설명]\n- 대담하고 스파이시한 플로럴을 첨가하였으며 붉은 입술처럼 섹시하고 페미닌한 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"화이트 플로랄, 옐로우 플로랄, 시트러스","진저, 시나몬, 베르가못, 카다넘, 페퍼, 만다린 오렌지","자스민, 일랑일랑, 네롤리, 클레어리 세이지, 블","앰버, 바닐라, 우디노트, 레더, 프렌치 라다넘",대담하고 스파이시한 플로럴을 첨가하였으며 붉은 입술처럼 섹시하고 페미닌한 향,,,request_failed(search)
크리드,로얄 프린세스 우드 오 드 퍼퓸,75ml,388600.0,https://www.bysuco.com/product/show/225074,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 파우더리 / 우디 / 바이올렛\n\n[메인 노트]\n- 탑 노트: 베르가못, 바이올렛, 로즈\n- 미들 노트: 패출리, 투스칸 아이리스, 자스민, 바닐라 압솔루트\n- 베이스 노트: 아가우드, 샌달우드, 시암 벤조인, 때죽나무\n\n[향 설명]\n- 자극적이고 우아한 향기를 드러내며 관능적인 잔향을 남기는 향\n\n*일부 상품에 한하여 신규로 리뉴얼 된 디자인의 제품이 발송될 수 있습니다.\n이로 인한 교환/반품은 어려운 점 참고 부탁드립니다.",오 드 퍼퓸,"파우더리, 우디, 바이올렛","베르가못, 바이올렛, 로즈","패출리, 투스칸 아이리스, 자스민, 바닐라 압솔루트","아가우드, 샌달우드, 시암 벤조인, 때죽나무",자극적이고 우아한 향기를 드러내며 관능적인 잔향을 남기는 향,,,request_failed(search)
에르메스,오 드 메르베이 오 드 뚜왈렛,15ml,44000.0,https://www.bysuco.com/product/show/20811,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 우디 / 앰버\n\n[메인 노트]\n- 탑 노트: 오렌지, 엘레미 레진, 레몬\n- 미들 노트: 앰버, 페퍼, 핑크 페퍼, 바이올렛\n- 베이스 노트: 시더, 마다가스카르 베티버, 오크모스, 벤조인\n\n[향 설명]\n- 오묘한 조화가 선사하는 고급스러움",오 드 뚜왈렛,"우디, 앰버","오렌지, 엘레미 레진, 레몬","앰버, 페퍼, 핑크 페퍼, 바이올렛","시더, 마다가스카르 베티버, 오크모스, 벤조인",오묘한 조화가 선사하는 고급스러움,,,request_failed(search)
프레데릭 말,호프 오 드 퍼퓸,10ml,207000.0,https://www.bysuco.com/product/show/3405855,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 스모키 / 오우드 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 주니퍼, 핑크 페퍼.\n- 미들 노트: 우드, 스모크, 베티버.\n- 베이스 노트: 레더, 앰버\n\n[향 설명]\n- HOPE는 연기 향, 베티버, 매운 향이 풍부한 우아한 우드 향수입니다.\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"스모키, 오우드, 아로마틱","주니퍼, 핑크 페퍼.","우드, 스모크, 베티버.","레더, 앰버","HOPE는 연기 향, 베티버, 매운 향이 풍부한 우아한 우드 향수입니다.",,,request_failed(search)
조 말론,넥타린 블로썸 앤 허니 오 드 코롱 선물패키지,30ml,79000.0,https://www.bysuco.com/product/show/3406105,"[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 프루티 / 스위트 / 그린\n\n[메인 노트]\n- 탑 노트: 그린 노트, 블랙 커런트, 페티그레인\n- 미들 노트: 넥타린, 아카시아 나무\n- 베이스 노트: 피치, 플럼, 베티버\n\n[향 설명]\n- 유쾌하고 활발한 느낌의 달콤한 향수",오 드 코롱,"프루티, 스위트, 그린","그린 노트, 블랙 커런트, 페티그레인","넥타린, 아카시아 나무","피치, 플럼, 베티버",유쾌하고 활발한 느낌의 달콤한 향수,,,request_failed(search)
입생로랑,리브르 르 퍼퓸,30ml,119000.0,https://www.bysuco.com/product/show/694116,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 스위트 / 시트러스 \n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 베르가못, 진저, 샤프란\n- 미들 노트: 오렌지 블라썸, 라벤더\n- 베이스 노트: 부르본 바닐라, 꿀, 통카 빈, 베티버\n\n[향 설명]\n- 대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",퍼퓸,"바닐라, 스위트, 시트러스","만다린 오렌지, 베르가못, 진저, 샤프란","오렌지 블라썸, 라벤더","부르본 바닐라, 꿀, 통카 빈, 베티버",대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수,,,request_failed(search)
입생로랑,리브르 르 퍼퓸,50ml,190000.0,https://www.bysuco.com/product/show/694116,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 스위트 / 시트러스 \n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 베르가못, 진저, 샤프란\n- 미들 노트: 오렌지 블라썸, 라벤더\n- 베이스 노트: 부르본 바닐라, 꿀, 통카 빈, 베티버\n\n[향 설명]\n- 대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",퍼퓸,"바닐라, 스위트, 시트러스","만다린 오렌지, 베르가못, 진저, 샤프란","오렌지 블라썸, 라벤더","부르본 바닐라, 꿀, 통카 빈, 베티버",대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수,,,request_failed(search)
입생로랑,리브르 르 퍼퓸,90ml,245820.0,https://www.bysuco.com/product/show/694116,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 스위트 / 시트러스 \n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 베르가못, 진저, 샤프란\n- 미들 노트: 오렌지 블라썸, 라벤더\n- 베이스 노트: 부르본 바닐라, 꿀, 통카 빈, 베티버\n\n[향 설명]\n- 대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",퍼퓸,"바닐라, 스위트, 시트러스","만다린 오렌지, 베르가못, 진저, 샤프란","오렌지 블라썸, 라벤더","부르본 바닐라, 꿀, 통카 빈, 베티버",대담한 리브르의 향에 진저와 사프란의 악센트가 더해진 강렬한 스파이시 플로럴 향수,,,request_failed(search)
딥티크,도손 솔리드 퍼퓸,3ml,72900.0,https://www.bysuco.com/product/show/22331,"[부향률] \n- 솔리드 퍼퓸\n\n[메인 어코드]\n- 튜베로즈 / 화이트 플로랄 / 머스크\n\n[메인 노트]\n- 싱글 노트: 튜베로즈, 오렌지 리프, 머스크, 핑크 페퍼 \n\n[향 설명]\n- 미풍에 실려오는 튜베로즈의 향기",솔리드 퍼퓸,"튜베로즈, 화이트 플로랄, 머스크",,,,미풍에 실려오는 튜베로즈의 향기,,,request_failed(search)
톰 포드,쏠레이 네쥐 퍼퓸,50ml,345000.0,https://www.bysuco.com/product/show/3405606,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 시트러스 / 파우더리\n\n[메인 노트]\n- 탑 노트: 캐롯 시드, 베르가못, 만다린\n- 미들 노트: 자스민, 오렌지 블라썸, 터키쉬 로즈\n- 베이스 노트: 바닐라, 우드 노트, 앰버\n[향 설명]\n- 태양빛을 머금은 알프스 산 정상의 숨 막힐 듯한 위엄을 불러 일으키는 향",퍼퓸,"화이트 플로랄, 시트러스, 파우더리","캐롯 시드, 베르가못, 만다린","자스민, 오렌지 블라썸, 터키쉬 로즈","바닐라, 우드 노트, 앰버",태양빛을 머금은 알프스 산 정상의 숨 막힐 듯한 위엄을 불러 일으키는 향,,,request_failed(search)
킬리안,블랙 팬텀 오 드 퍼퓸 트래블 세트,30ml,270600.0,https://www.bysuco.com/product/show/225425,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 스위트 / 웜 스파이시 / 카라멜\n\n[메인 노트]\n- 싱글 노트: 다크 초콜릿, 럼, 카라멜, 커피, 사탕수수, 아몬드, 샌달우드, 헬리오트로프 \n\n[향 설명]\n- 진한 커피향과 럼의 향이 균형을 맞춘 관능적인 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"스위트, 웜 스파이시, 카라멜",,,,진한 커피향과 럼의 향이 균형을 맞춘 관능적인 향수,,,request_failed(search)
디올,오 소바쥬 퍼퓸,50ml,120000.0,https://www.bysuco.com/product/show/225145,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 시트롱, 베르가못, 라벤더\n- 미들 노트: 하이티 베티버\n- 베이스 노트: 엘레미\n\n[향 설명]\n- 깊고 풍부하며 생동감 있고 신선한 새로운 향",퍼퓸,"아로마틱, 시트러스, 프레쉬 스파이시","시트롱, 베르가못, 라벤더",하이티 베티버,엘레미,깊고 풍부하며 생동감 있고 신선한 새로운 향,,,request_failed(search)
디올,오 소바쥬 퍼퓸,100ml,182100.0,https://www.bysuco.com/product/show/225145,"[부향률] \n- 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 시트러스 / 프레쉬 스파이시\n\n[메인 노트]\n- 탑 노트: 시트롱, 베르가못, 라벤더\n- 미들 노트: 하이티 베티버\n- 베이스 노트: 엘레미\n\n[향 설명]\n- 깊고 풍부하며 생동감 있고 신선한 새로운 향",퍼퓸,"아로마틱, 시트러스, 프레쉬 스파이시","시트롱, 베르가못, 라벤더",하이티 베티버,엘레미,깊고 풍부하며 생동감 있고 신선한 새로운 향,,,request_failed(search)
디올,미스 디올 롤러 펄 오 드 퍼퓸,20ml,80000.0,https://www.bysuco.com/product/show/225127,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 바닐라 / 파우더리 / 로즈\n\n[메인 노트]\n- 탑 노트: 아이리스, 피오니, 릴리오브더밸리\n- 미들 노트: 아프리콧, 로즈, 피치\n- 베이스 노트: 바닐라, 머스크, 통카 빈, 샌달우드, 벤조인\n\n[향 설명]\n- 다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향",오 드 퍼퓸,"바닐라, 파우더리, 로즈","아이리스, 피오니, 릴리오브더밸리","아프리콧, 로즈, 피치","바닐라, 머스크, 통카 빈, 샌달우드, 벤조인",다채로운 컬러의 풍성한 꽃들로 만들어진 밀레피오리처럼 우아하고 매력적인 향,,,request_failed(search)
구찌,알케미스트 가든 어 플로럴 벌스 오 드 퍼퓸,100ml,310000.0,https://www.bysuco.com/product/show/22548,[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 그린\n\n[메인 노트]\n- 탑 노트: 자스민 삼박\n- 미들 노트: 블랙 티\n- 베이스 노트: 화이크 머스크\n\n[향 설명]\n- 자스민과 블랙티가 조화롭게 어우러지는 향,오 드 퍼퓸,"화이트 플로랄, 그린",자스민 삼박,블랙 티,화이크 머스크,자스민과 블랙티가 조화롭게 어우러지는 향,,,request_failed(search)
지방시,이레지스터블 오 드 퍼퓸,50ml,109000.0,https://www.bysuco.com/product/show/22481,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 머스크 / 프루티 / 로즈\n\n[메인 노트]\n- 탑 노트: 페어, 암브레트\n- 미들 노트: 로즈, 아이리스\n- 베이스 노트: 머스크, 버지니아 시더\n\n[향 설명]\n- 거부할 수 없는 장미 향의 매력",오 드 퍼퓸,"머스크, 프루티, 로즈","페어, 암브레트","로즈, 아이리스","머스크, 버지니아 시더",거부할 수 없는 장미 향의 매력,,,request_failed(search)
지방시,이레지스터블 오 드 퍼퓸,80ml,163220.0,https://www.bysuco.com/product/show/22481,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 머스크 / 프루티 / 로즈\n\n[메인 노트]\n- 탑 노트: 페어, 암브레트\n- 미들 노트: 로즈, 아이리스\n- 베이스 노트: 머스크, 버지니아 시더\n\n[향 설명]\n- 거부할 수 없는 장미 향의 매력",오 드 퍼퓸,"머스크, 프루티, 로즈","페어, 암브레트","로즈, 아이리스","머스크, 버지니아 시더",거부할 수 없는 장미 향의 매력,,,request_failed(search)
아쿠아 디 파르마,산달로 오 드 퍼퓸,20ml,120000.0,https://www.bysuco.com/product/show/9298,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 시트러스 / 아로마틱\n\n[메인 노트]\n- 탑 노트: 칼라브리안 베르가못, 오렌지, 레몬, 페티그레인\n- 미들 노트: 라벤더, 카다멈\n- 베이스 노트: 샌달우드, 통카빈, 앰버\n\n[향 설명]\n- 샌달우드의 크리미한 향과 감귤의 고급진 조화로 세련되면서 화려한 이미지 연출",오 드 퍼퓸,"시트러스, 아로마틱","칼라브리안 베르가못, 오렌지, 레몬, 페티그레인","라벤더, 카다멈","샌달우드, 통카빈, 앰버",샌달우드의 크리미한 향과 감귤의 고급진 조화로 세련되면서 화려한 이미지 연출,,,request_failed(search)
킬리안,굿걸 곤 배드 오 드 퍼퓸 리필,50ml,247000.0,https://www.bysuco.com/product/show/225395,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 플로랄 / 화이트 플로랄 / 프루티 \n\n[메인 노트]\n- 탑 노트: 오스만투스, 자스민, 로즈\n- 미들 노트: 튜베로즈, 나르시소스\n- 베이스 노트: 앰버, 시더\n\n[향 설명]\n- 바람에 흩날리는 꽃의 향이 순수하지만 동시에 유혹적인 바이브를 전달하는 관능적인 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"플로랄, 화이트 플로랄, 프루티","오스만투스, 자스민, 로즈","튜베로즈, 나르시소스","앰버, 시더",바람에 흩날리는 꽃의 향이 순수하지만 동시에 유혹적인 바이브를 전달하는 관능적인 향,,,request_failed(search)
