brand,name,size_ml,price_krw,detail_url,description,부향률,메인 어코드,탑 노트,미들 노트,베이스 노트,향 설명,image_url,parse_path,fail_reason
조르지오 아르마니,오 드 뉘 오 드 뚜왈렛,100ml,163220.0,https://www.bysuco.com/product/show/693976,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 파우더리 / 바닐라 / 아이리스 \n\n[메인 노트]\n- 탑 노트: 핑크 페퍼, 베르가못\n- 미들 노트: 아이리스, 카다멈, 넛맥, 헬리오트로프\n- 베이스 노트: 통카 빈, 앰버, 시더 \n\n[향 설명]\n- 낮과 밤에 우아함을 추구하는 남성에게 바치는 보완적인 향수 \n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 뚜왈렛,"파우더리, 바닐라, 아이리스","핑크 페퍼, 베르가못","아이리스, 카다멈, 넛맥, 헬리오트로프","통카 빈, 앰버, 시더",낮과 밤에 우아함을 추구하는 남성에게 바치는 보완적인 향수,,,request_failed(search)
에르메스,람브르 드 메르베이 오 드 퍼퓸,50ml,125000.0,https://www.bysuco.com/product/show/97114,"[부향률] \n- 오 드 퍼\n\n[메인 어코드]\n- 앰버 / 바닐라 / 우디\n\n[메인 노트]\n- 싱글 노트: 앰버, 바닐라, 랍다넘, 페출\n\n[향 설명]\n- 엠버의 따듯하고 감각적인 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼,"앰버, 바닐라, 우디",,,,엠버의 따듯하고 감각적인 향,,,request_failed(search)
에르메스,람브르 드 메르베이 오 드 퍼퓸,100ml,211600.0,https://www.bysuco.com/product/show/97114,"[부향률] \n- 오 드 퍼\n\n[메인 어코드]\n- 앰버 / 바닐라 / 우디\n\n[메인 노트]\n- 싱글 노트: 앰버, 바닐라, 랍다넘, 페출\n\n[향 설명]\n- 엠버의 따듯하고 감각적인 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼,"앰버, 바닐라, 우디",,,,엠버의 따듯하고 감각적인 향,,,request_failed(search)
톰 포드,코스타 아주라 오 드 퍼퓸,100ml,270600.0,https://www.bysuco.com/product/show/9898,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 아로마틱 / 우디 / 시트러스\n\n[메인 노트]\n- 탑 노트: 드리프트우드, 씨위드, 아가우드, 카다멈, 암브레트, 샐러리 씨드\n- 미들 노트: 레몬, 사이프러스, 옐로우 만다린, 라벤더, 머틀\n- 베이스 노트: 인세스, 오크, 베티버, 올리바넘, 유향나무\n\n[향 설명]\n- 사이프러스, 오크 및 아로마틱의 상쾌한 메들리",오 드 퍼퓸,"아로마틱, 우디, 시트러스","드리프트우드, 씨위드, 아가우드, 카다멈, 암브레트, 샐러리 씨드","레몬, 사이프러스, 옐로우 만다린, 라벤더, 머틀","인세스, 오크, 베티버, 올리바넘, 유향나무","사이프러스, 오크 및 아로마틱의 상쾌한 메들리",,,request_failed(search)
톰 포드,쏠레이 드 푸 오 드 퍼퓸,50ml,323700.0,https://www.bysuco.com/product/show/225701,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 앰버 / 우디 / 웜 스파이\n\n[메인 노트]\n- 싱글 노트: 샌달 우드, 앰버, 벤조인, 튜베로즈\n\n[향 설명]\n- 석양 빛을 떠올리게 하는 앰버 우디 계열로 쏠레이의 가장 관능적인 향\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"앰버, 우디, 웜 스파이",,,,석양 빛을 떠올리게 하는 앰버 우디 계열로 쏠레이의 가장 관능적인 향,,,request_failed(search)
조 말론,잉글리쉬 오크 앤 헤이즐넛 오 드 코롱,100ml,176200.0,https://www.bysuco.com/product/show/22766,[부향률] \n- 오 드 코롱\n\n[메인 어코드]\n- 우디 / 너티\n\n[메인 노트]\n- 탑 노트: 헤이즐넛\n- 미들 노트: 시더\n- 베이스 노트: 오크\n\n[향 설명]\n- 흙내음과 녹색이 어우러진 고혹적인 향,오 드 코롱,"우디, 너티",헤이즐넛,시더,오크,흙내음과 녹색이 어우러진 고혹적인 향,,,request_failed(search)
,,,,https://www.bysuco.com/product/show/3406333,,,,,,,,,,empty_name
입생로랑,오피움 오 드 퍼퓸,30ml,105000.0,https://www.bysuco.com/product/show/694135,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 앰버 / 발사믹 / 스위트\n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 베르가못, 은방울꽃\n- 미들 노트: 몰약, 자스민\n- 베이스 노트: 오포포낙스, 앰버, 패츌리, 바닐라 \n\n[향 설명]\n- 강렬한 만다린과 베르가못에 신비로운 몰약과 재스민이 어우러진 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"앰버, 발사믹, 스위트","만다린 오렌지, 베르가못, 은방울꽃","몰약, 자스민","오포포낙스, 앰버, 패츌리, 바닐라",강렬한 만다린과 베르가못에 신비로운 몰약과 재스민이 어우러진 향수,,,request_failed(search)
입생로랑,오피움 오 드 퍼퓸,50ml,129000.0,https://www.bysuco.com/product/show/694135,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 앰버 / 발사믹 / 스위트\n\n[메인 노트]\n- 탑 노트: 만다린 오렌지, 베르가못, 은방울꽃\n- 미들 노트: 몰약, 자스민\n- 베이스 노트: 오포포낙스, 앰버, 패츌리, 바닐라 \n\n[향 설명]\n- 강렬한 만다린과 베르가못에 신비로운 몰약과 재스민이 어우러진 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"앰버, 발사믹, 스위트","만다린 오렌지, 베르가못, 은방울꽃","몰약, 자스민","오포포낙스, 앰버, 패츌리, 바닐라",강렬한 만다린과 베르가못에 신비로운 몰약과 재스민이 어우러진 향수,,,request_failed(search)
디올,디오리시모 오 드 퍼퓸,50ml,145000.0,https://www.bysuco.com/product/show/225082,"[부향률] \n- 오 드 퍼퓸\n\n[메인 어코드]\n- 화이트 플로랄 / 프레쉬 / 그린\n\n[메인 노트]\n- 탑 노트: 은방울꽃\n- 미들 노트: 자스민\n- 베이스 노트: 머스크\n\n[향 설명]\n- 오리지널 디오리시모 오 드 뚜왈렛을 새롭게 표현한 제품으로 더 풍부하고 깊고 강렬하며, 자스민 플로럴 하트 노트가 더욱 지배적입니다.\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 퍼퓸,"화이트 플로랄, 프레쉬, 그린",은방울꽃,자스민,머스크,"오리지널 디오리시모 오 드 뚜왈렛을 새롭게 표현한 제품으로 더 풍부하고 깊고 강렬하며, 자스민 플로럴 하트 노트가 더욱 지배적입니다.",,,request_failed(search)
디올,미스 디올 로즈 앤 로지스 롤러 펄 오 드 뚜왈렛,20ml,69000.0,https://www.bysuco.com/product/show/10069,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 로즈 / 시트러스 / 머스크\n\n[메인 노트]\n- 탑 노트: 이탈리안 만다린, 베르가못, 제라늄\n- 미들 노트: 그라스 로즈, 다마스크 로즈\n- 베이스 노트: 화이트 머스크\n\n[향 설명]\n- 눈부신 향기를 선사하는 플로럴 향",오 드 뚜왈렛,"로즈, 시트러스, 머스크","이탈리안 만다린, 베르가못, 제라늄","그라스 로즈, 다마스크 로즈",화이트 머스크,눈부신 향기를 선사하는 플로럴 향,,,request_failed(search)
입생로랑,리브 고쉬 오 드 뚜왈렛,100ml,152600.0,https://www.bysuco.com/product/show/694141,"[부향률] \n- 오 드 뚜왈렛\n\n[메인 어코드]\n- 알데하이드 / 화이트 플로랄 / 우디 \n\n[메인 노트]\n- 탑 노트: 알데하이드, 그린 노트, 허니써클, 베르가못, 복숭아, 레몬\n- 미들 노트: 로즈, 아이리스, 제라늄, 일랑일랑, 은방울꽃, 자스민, 메그놀리아, 가드니아\n- 베이스 노트: 오크모스, 베티버, 머스크, 샌달우드, 통카 빈, 앰버 \n\n[향 설명]\n- 프랑스의 아방가르드에서 영감을 받은 Rive Gauche의 클래식 향수\n\n*본 제품은 아시아에서 유통되는 상품이 아닌, 유럽에서 유통되는 상품입니다.",오 드 뚜왈렛,"알데하이드, 화이트 플로랄, 우디","알데하이드, 그린 노트, 허니써클, 베르가못, 복숭아, 레몬","로즈, 아이리스, 제라늄, 일랑일랑, 은방울꽃, 자스민, 메그놀리아, 가드니아","오크모스, 베티버, 머스크, 샌달우드, 통카 빈, 앰버",프랑스의 아방가르드에서 영감을 받은 Rive Gauche의 클래식 향수,,,request_failed(search)
겔랑,몽 겔랑 오 드 퍼퓸 인텐스,30ml,90000.0,https://www.bysuco.com/product/show/140963,"[부향률] \n- 오 드 퍼퓸 \n\n[메인 어코드]\n- 바닐라 / 우디 / 라벤더\n\n[메인 노트]\n- 탑 노트: 라벤더, 만다린 오렌지, 베르가못\n- 미들 노트: 타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박\n- 베이스 노트: 쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크 \n\n[향 설명]\n- 독특하고 감각적인 우디 앰버",오 드 퍼퓸,"바닐라, 우디, 라벤더","라벤더, 만다린 오렌지, 베르가못","타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박","쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크",독특하고 감각적인 우디 앰버,,,request_failed(search)
겔랑,몽 겔랑 오 드 퍼퓸 인텐스,50ml,125000.0,https://www.bysuco.com/product/show/140963,"[부향률] \n- 오 드 퍼퓸 \n\n[메인 어코드]\n- 바닐라 / 우디 / 라벤더\n\n[메인 노트]\n- 탑 노트: 라벤더, 만다린 오렌지, 베르가못\n- 미들 노트: 타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박\n- 베이스 노트: 쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크 \n\n[향 설명]\n- 독특하고 감각적인 우디 앰버",오 드 퍼퓸,"바닐라, 우디, 라벤더","라벤더, 만다린 오렌지, 베르가못","타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박","쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크",독특하고 감각적인 우디 앰버,,,request_failed(search)
겔랑,몽 겔랑 오 드 퍼퓸 인텐스,100ml,188000.0,https://www.bysuco.com/product/show/140963,"[부향률] \n- 오 드 퍼퓸 \n\n[메인 어코드]\n- 바닐라 / 우디 / 라벤더\n\n[메인 노트]\n- 탑 노트: 라벤더, 만다린 오렌지, 베르가못\n- 미들 노트: 타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박\n- 베이스 노트: 쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크 \n\n[향 설명]\n- 독특하고 감각적인 우디 앰버",오 드 퍼퓸,"바닐라, 우디, 라벤더","라벤더, 만다린 오렌지, 베르가못","타히티안 바닐라, 마다가스카르 바닐라, 아이리스, 로즈, 자스민 삼박","쿠마린, 페출리, 리코리쉬, 벤조인, 오스트레일리아 샌달우드, 화이트 머스크",독특하고 감각적인 우디 앰버,,,request_failed(search)
